bundle,type,count,error
scenario/scenario_dls_virtual-sky-da00201.unity3d,AnimatorOverrideController,1,
scenario/scenario_dls_virtual-sky-da00201.unity3d,RenderSettings,1,
scenario/scenario_dls_virtual-sky-da00201.unity3d,LightmapSettings,1,
scenario/scenario_dls_virtual-sky-da00201.unity3d,NavMeshSettings,1,
scenario/scenario_dls_virtual-sky-da00201.unity3d,Canvas,1,
scenario/scenario_dls_virtual-sky-da00201.unity3d,LightingSettings,1,
scenario/scenario_dls_virtual-sky-da00201_cvr01.unity3d,AnimationClip,3072,
scenario/scenario_dls_virtual-sky-da00201_cvr01.unity3d,MonoBehaviour,1747,
scenario/scenario_dls_virtual-sky-da00201_cvr01.unity3d,GameObject,923,
scenario/scenario_dls_virtual-sky-da00201_cvr01.unity3d,Transform,846,
scenario/scenario_dls_virtual-sky-da00201_cvr01.unity3d,MeshRenderer,288,
scenario/scenario_dls_virtual-sky-da00201_cvr01.unity3d,MeshFilter,288,
scenario/scenario_dls_virtual-sky-da00201_cvr01.unity3d,Animator,104,
scenario/scenario_dls_virtual-sky-da00201_cvr01.unity3d,RectTransform,77,
scenario/scenario_dls_virtual-sky-da00201_cvr01.unity3d,MonoScript,74,
scenario/scenario_dls_virtual-sky-da00201_cvr01.unity3d,SpriteRenderer,69,
scenario/scenario_dls_virtual-sky-da00201_cvr01.unity3d,ParticleSystem,60,
scenario/scenario_dls_virtual-sky-da00201_cvr01.unity3d,ParticleSystemRenderer,60,
scenario/scenario_dls_virtual-sky-da00201_cvr01.unity3d,CanvasRenderer,53,
scenario/scenario_dls_virtual-sky-da00201_cvr01.unity3d,AnimatorController,27,
scenario/scenario_dls_virtual-sky-da00201_cvr01.unity3d,BoxCollider,23,
scenario/scenario_dls_virtual-sky-da00201_cvr01.unity3d,TextAsset,20,
scenario/scenario_dls_virtual-sky-da00201_cvr01.unity3d,Material,19,
scenario/scenario_dls_virtual-sky-da00201_cvr01.unity3d,PlayableDirector,6,
scenario/scenario_dls_virtual-sky-da00201_cvr01.unity3d,Sprite,5,
scenario/scenario_dls_virtual-sky-da00201_cvr01.unity3d,Light,4,
scenario/scenario_dls_virtual-sky-da00201_cvr01.unity3d,AnimatorOverrideController,2,
scenario/scenario_dls_virtual-sky-da00201_cvr01.unity3d,Camera,2,
scenario/scenario_dls_virtual-sky-da00201_cvr01.unity3d,TrailRenderer,2,
scenario/scenario_dls_virtual-sky-da00201_cvr01.unity3d,PreloadData,1,
scenario/scenario_dls_virtual-sky-da00201_cvr01.unity3d,AssetBundle,1,
scenario/scenario_dls_virtual-sky-da00201_cvr01.unity3d,MeshCollider,1,
scenario/scenario_dls_virtual-sky-da00201_cvr01.unity3d,RenderSettings,1,
scenario/scenario_dls_virtual-sky-da00201_cvr01.unity3d,LightmapSettings,1,
scenario/scenario_dls_virtual-sky-da00201_cvr01.unity3d,NavMeshSettings,1,
scenario/scenario_dls_virtual-sky-da00201_cvr01.unity3d,Canvas,1,
scenario/scenario_dls_virtual-sky-da00201_cvr01.unity3d,LightingSettings,1,
